satellite_time,uid,lat,lon,alt,accu
1452729699000,9054,37.8264,-122.255,77.0,34.0
1452729700000,9054,37.8264,-122.255,78.0,39.0
1452729701000,9054,37.8263,-122.255,66.0,33.0
1452729702000,9054,37.8264,-122.255,58.0,34.0
1452729703000,9054,37.8264,-122.255,46.0,34.0
1452729704000,9054,37.8263,-122.255,45.0,34.0
1452729705000,9054,37.8263,-122.255,40.0,34.0
1452729706000,9054,37.8263,-122.255,35.0,31.0
1452729707000,9054,37.8263,-122.255,27.0,33.0
1452729708000,9054,37.8263,-122.255,25.0,29.0
1452729709000,9054,37.8263,-122.255,23.0,29.0
1452729710000,9054,37.8263,-122.255,15.0,28.0
1452729711000,9054,37.8263,-122.255,20.0,20.0
1452729712000,9054,37.8263,-122.255,15.0,14.0
1452729713000,9054,37.8263,-122.255,6.0,13.0
1452729714000,9054,37.8263,-122.255,9.0,13.0
1452729715000,9054,37.8263,-122.255,8.0,11.0
1452729716000,9054,37.8263,-122.255,9.0,12.0
1452729717000,9054,37.8263,-122.255,9.0,10.0
1452729718000,9054,37.8263,-122.255,6.0,9.0
1452729719000,9054,37.8263,-122.255,4.0,8.0
1452729720000,9054,37.8263,-122.255,4.0,8.0
1452729730000,9054,37.7675,-122.429,0.0,3991.0
1452730053000,9054,37.8263,-122.255,2.0,18.0
1452730054000,9054,37.8263,-122.255,3.0,17.0
1452730055000,9054,37.8263,-122.255,1.0,17.0
1452730056000,9054,37.8263,-122.255,0.0,15.0
1452730057000,9054,37.8263,-122.255,0.0,12.0
1452730058000,9054,37.8263,-122.255,0.0,10.0
1452730059000,9054,37.8263,-122.255,-1.0,9.0
1452730060000,9054,37.8263,-122.255,-1.0,9.0
1452730061000,9054,37.8263,-122.255,-1.0,8.0
1452730062000,9054,37.8263,-122.255,-1.0,8.0
1452730063000,9054,37.8263,-122.255,-1.0,8.0
1452730064000,9054,37.8263,-122.255,-2.0,7.0
1452730065000,9054,37.8263,-122.255,-2.0,7.0
1452730066000,9054,37.8263,-122.255,-2.0,6.0
1452730067000,9054,37.8264,-122.255,-2.0,6.0
1452730068000,9054,37.8263,-122.255,-2.0,6.0
1452730069000,9054,37.8263,-122.255,-2.0,6.0
1452730070000,9054,37.8263,-122.255,-2.0,6.0
1452730071000,9054,37.8263,-122.255,-2.0,5.0
1452730072000,9054,37.8263,-122.255,-2.0,5.0
1452730073000,9054,37.8263,-122.255,-2.0,5.0
1452730095000,9054,37.7675,-122.429,0.0,3991.0
1452730455000,9054,37.8263,-122.255,-2.0,32.0
1452730456000,9054,37.8263,-122.255,-2.0,21.0
1452730457000,9054,37.8263,-122.255,-2.0,19.0
1452730458000,9054,37.8263,-122.255,-3.0,16.0
1452730459000,9054,37.8263,-122.255,-3.0,15.0
1452730460000,9054,37.8263,-122.255,-3.0,16.0
1452730461000,9054,37.8263,-122.255,-3.0,13.0
1452730462000,9054,37.8263,-122.255,-3.0,10.0
1452730463000,9054,37.8263,-122.255,-3.0,11.0
1452730464000,9054,37.8263,-122.255,-3.0,11.0
1452730465000,9054,37.8263,-122.255,-3.0,10.0
1452730466000,9054,37.8263,-122.255,-3.0,8.0
1452730467000,9054,37.8263,-122.255,-3.0,9.0
1452730468000,9054,37.8263,-122.255,-3.0,9.0
1452730469000,9054,37.8263,-122.255,-3.0,8.0
1452730470000,9054,37.8263,-122.255,-3.0,7.0
1452730471000,9054,37.8263,-122.255,-3.0,7.0
1452730472000,9054,37.8263,-122.255,-3.0,7.0
1452730473000,9054,37.8263,-122.255,-3.0,6.0
1452730474000,9054,37.8263,-122.255,-3.0,6.0
1452730475000,9054,37.8263,-122.255,-3.0,6.0
1452730476000,9054,37.8263,-122.255,-3.0,6.0
1452730777000,9054,37.7675,-122.429,0.0,3991.0
1452731062000,9054,37.7675,-122.429,0.0,3991.0
1452731199000,9054,37.8258,-122.25200000000001,-79.0,43.0
1452731200000,9054,37.8259,-122.25200000000001,-76.0,33.0
1452731201000,9054,37.8258,-122.25200000000001,-54.0,33.0
1452731202000,9054,37.8258,-122.25299999999999,-44.0,26.0
1452731203000,9054,37.8258,-122.25299999999999,-43.0,24.0
1452731204000,9054,37.8258,-122.25299999999999,-50.0,21.0
1452731205000,9054,37.8258,-122.25299999999999,-53.0,20.0
1452731206000,9054,37.8258,-122.25299999999999,-56.0,20.0
1452731207000,9054,37.8258,-122.25299999999999,-49.0,18.0
1452731208000,9054,37.8258,-122.25299999999999,-50.0,16.0
1452731209000,9054,37.8258,-122.25299999999999,-53.0,14.0
1452731210000,9054,37.8257,-122.25299999999999,-34.0,14.0
1452731211000,9054,37.8257,-122.25299999999999,-38.0,14.0
1452731212000,9054,37.8257,-122.25299999999999,-44.0,14.0
1452731213000,9054,37.8257,-122.25299999999999,-41.0,13.0
1452731214000,9054,37.8257,-122.25299999999999,-42.0,13.0
1452731215000,9054,37.8257,-122.25299999999999,-38.0,12.0
1452731216000,9054,37.8257,-122.25299999999999,-38.0,12.0
1452731237000,9054,37.7675,-122.429,0.0,3991.0
1452731769000,9054,37.8257,-122.25299999999999,0.0,18.0
1452731770000,9054,37.8257,-122.25299999999999,1.0,16.0
