satellite_time,uid,lat,lon,alt,accu
1465862443000,9234,37.7746,-122.427,18.0,18.0
1465862444000,9234,37.7746,-122.427,18.0,12.0
1465862445000,9234,37.7746,-122.427,18.0,9.0
1465862446000,9234,37.7746,-122.427,17.0,7.0
1465862447000,9234,37.7746,-122.427,17.0,8.0
1465862448000,9234,37.7746,-122.427,16.0,7.0
1465862449000,9234,37.7746,-122.427,17.0,7.0
1465862450000,9234,37.7746,-122.427,17.0,6.0
1465862451000,9234,37.7746,-122.427,17.0,6.0
1465862452000,9234,37.7746,-122.427,16.0,6.0
1465862453000,9234,37.7746,-122.427,15.0,6.0
1465862454000,9234,37.7746,-122.427,16.0,6.0
1465862455000,9234,37.7746,-122.427,17.0,6.0
1465862456000,9234,37.7746,-122.427,17.0,5.0
1465862457000,9234,37.7746,-122.427,16.0,5.0
1465862458000,9234,37.7746,-122.427,17.0,5.0
1465862478000,9234,37.7761,-122.428,0.0,810.0
1465862724000,9234,37.7746,-122.427,18.0,17.0
1465862725000,9234,37.7746,-122.427,18.0,12.0
1465862726000,9234,37.7746,-122.427,18.0,10.0
1465862727000,9234,37.7746,-122.427,18.0,9.0
1465862728000,9234,37.7746,-122.427,18.0,8.0
1465862729000,9234,37.7746,-122.427,18.0,8.0
1465862730000,9234,37.7746,-122.427,18.0,7.0
1465862731000,9234,37.7746,-122.427,18.0,7.0
1465862732000,9234,37.7746,-122.427,18.0,7.0
1465862733000,9234,37.7746,-122.427,18.0,6.0
1465862734000,9234,37.7746,-122.427,18.0,6.0
1465862735000,9234,37.7746,-122.427,18.0,6.0
1465862736000,9234,37.7746,-122.427,18.0,6.0
1465862737000,9234,37.7746,-122.427,18.0,5.0
1465862738000,9234,37.7746,-122.427,18.0,5.0
1465862739000,9234,37.7746,-122.427,18.0,5.0
1465862760000,9234,37.7761,-122.428,0.0,810.0
1465863021000,9234,37.7746,-122.427,19.0,17.0
1465863022000,9234,37.7746,-122.427,19.0,12.0
1465863023000,9234,37.7746,-122.427,19.0,11.0
1465863024000,9234,37.7746,-122.427,19.0,9.0
1465863025000,9234,37.7746,-122.427,19.0,8.0
1465863026000,9234,37.7746,-122.427,19.0,7.0
1465863027000,9234,37.7746,-122.427,19.0,6.0
1465863028000,9234,37.7746,-122.427,19.0,6.0
1465863029000,9234,37.7746,-122.427,19.0,6.0
1465863030000,9234,37.7746,-122.427,19.0,6.0
1465863031000,9234,37.7746,-122.427,19.0,6.0
1465863032000,9234,37.7746,-122.427,19.0,5.0
1465863033000,9234,37.7746,-122.427,19.0,5.0
1465863034000,9234,37.7746,-122.427,19.0,5.0
1465863075000,9234,37.7761,-122.428,0.0,810.0
1465863124000,9234,37.7761,-122.428,0.0,810.0
1465863128000,9234,37.7746,-122.427,18.0,16.0
1465863129000,9234,37.7746,-122.427,18.0,15.0
1465863130000,9234,37.7746,-122.427,17.0,11.0
1465863131000,9234,37.7746,-122.427,17.0,10.0
1465863132000,9234,37.7746,-122.427,17.0,11.0
1465863133000,9234,37.7746,-122.427,17.0,10.0
1465863134000,9234,37.7746,-122.427,17.0,8.0
1465863135000,9234,37.7746,-122.427,17.0,7.0
1465863136000,9234,37.7746,-122.427,17.0,7.0
1465863137000,9234,37.7746,-122.427,17.0,7.0
1465863138000,9234,37.7746,-122.427,17.0,6.0
1465863139000,9234,37.7746,-122.427,17.0,6.0
1465863140000,9234,37.7746,-122.427,17.0,5.0
1465863141000,9234,37.7746,-122.427,17.0,5.0
1465863142000,9234,37.7746,-122.427,17.0,5.0
1465863143000,9234,37.7746,-122.427,17.0,5.0
1465863144000,9234,37.7746,-122.427,17.0,4.0
1465863144000,9234,37.7761,-122.428,0.0,810.0
1465863145000,9234,37.7746,-122.427,17.0,5.0
1465863146000,9234,37.7746,-122.427,17.0,4.0
1465863147000,9234,37.7746,-122.427,17.0,4.0
1465863148000,9234,37.7746,-122.427,17.0,4.0
1465863149000,9234,37.7746,-122.427,17.0,4.0
1465863150000,9234,37.7746,-122.427,17.0,4.0
1465863151000,9234,37.7746,-122.427,17.0,4.0
1465863152000,9234,37.7746,-122.427,17.0,4.0
