satellite_time,uid,lat,lon,alt,accu
1480550426000,8061,37.7749,-122.39399999999999,0.0,885.0
1480550797000,8061,37.7749,-122.39399999999999,0.0,885.0
1480550955000,8061,37.7712,-122.39399999999999,0.0,862.0
1480551195000,8061,37.7719,-122.39399999999999,0.0,725.0
1480551296000,8061,37.7755,-122.39299999999999,58.0,48.0
1480551297000,8061,37.7756,-122.39299999999999,22.0,38.0
1480551298000,8061,37.7755,-122.39299999999999,-34.0,11.0
1480551299000,8061,37.7754,-122.39299999999999,-38.0,12.0
1480551300000,8061,37.7754,-122.39299999999999,-31.0,12.0
1480551301000,8061,37.7754,-122.39299999999999,-31.0,8.0
1480551302000,8061,37.7754,-122.39299999999999,-28.0,7.0
1480551303000,8061,37.7754,-122.39299999999999,-28.0,7.0
1480551304000,8061,37.7753,-122.39299999999999,-27.0,6.0
1480551305000,8061,37.7753,-122.39299999999999,-25.0,6.0
1480551306000,8061,37.7753,-122.39299999999999,-23.0,5.0
1480551307000,8061,37.7753,-122.39299999999999,-25.0,5.0
1480551308000,8061,37.7753,-122.39299999999999,-24.0,5.0
1480551437000,8061,37.7753,-122.39399999999999,0.0,735.0
1480551598000,8061,37.7766,-122.39399999999999,81.0,23.0
1480551599000,8061,37.7768,-122.395,93.0,40.0
1480551600000,8061,37.7768,-122.39399999999999,41.0,19.0
1480551601000,8061,37.7768,-122.39399999999999,31.0,16.0
1480551602000,8061,37.7768,-122.395,59.0,18.0
1480551603000,8061,37.7767,-122.395,73.0,19.0
1480551604000,8061,37.7767,-122.395,93.0,20.0
1480551605000,8061,37.7766,-122.39399999999999,93.0,22.0
1480551606000,8061,37.7767,-122.395,101.0,23.0
1480551607000,8061,37.7768,-122.395,86.0,19.0
1480551608000,8061,37.7768,-122.395,76.0,22.0
1480551609000,8061,37.7773,-122.395,7.0,16.0
1480551610000,8061,37.7773,-122.395,1.0,13.0
1480551611000,8061,37.7772,-122.395,-5.0,11.0
1480551612000,8061,37.7772,-122.395,3.0,9.0
1480551613000,8061,37.7772,-122.395,4.0,8.0
1480551614000,8061,37.7772,-122.395,7.0,6.0
1480551615000,8061,37.7772,-122.395,4.0,5.0
1480551616000,8061,37.7772,-122.395,4.0,5.0
1480551617000,8061,37.7772,-122.395,2.0,5.0
1480551620000,8061,37.7786,-122.395,0.0,624.0
1480551898000,8061,37.7776,-122.396,-31.0,15.0
1480551899000,8061,37.7775,-122.396,-33.0,10.0
1480551900000,8061,37.7775,-122.396,-25.0,9.0
1480551901000,8061,37.7776,-122.396,-29.0,11.0
1480551902000,8061,37.7776,-122.396,-16.0,12.0
1480551903000,8061,37.7776,-122.396,-14.0,6.0
1480551904000,8061,37.7776,-122.396,-17.0,7.0
1480551905000,8061,37.7776,-122.396,-22.0,4.0
1480551906000,8061,37.7776,-122.396,-22.0,4.0
1480552045000,8061,37.7813,-122.397,0.0,729.0
1480552233000,8061,37.7766,-122.399,-25.0,9.0
1480552234000,8061,37.7766,-122.399,-10.0,10.0
1480552235000,8061,37.7766,-122.399,-9.0,9.0
1480552236000,8061,37.7765,-122.399,-4.0,12.0
1480552237000,8061,37.7767,-122.399,13.0,29.0
1480552238000,8061,37.7766,-122.399,-15.0,12.0
1480552239000,8061,37.7766,-122.399,-37.0,26.0
1480552240000,8061,37.7766,-122.399,-24.0,18.0
1480552241000,8061,37.7766,-122.399,-20.0,14.0
1480552242000,8061,37.7767,-122.399,-21.0,9.0
1480552243000,8061,37.7767,-122.399,-20.0,8.0
1480552244000,8061,37.7767,-122.399,-20.0,7.0
1480552245000,8061,37.7767,-122.399,-25.0,6.0
1480552246000,8061,37.7767,-122.399,-31.0,4.0
1480552247000,8061,37.7766,-122.399,-31.0,4.0
1480552251000,8061,37.7763,-122.4,0.0,723.0
1480552495000,8061,37.7791,-122.40100000000001,0.0,903.0
1480552735000,8061,37.7791,-122.40100000000001,0.0,903.0
1480552793000,8061,37.7778,-122.4,-51.0,22.0
1480552794000,8061,37.7779,-122.4,-33.0,13.0
1480552795000,8061,37.7779,-122.4,-30.0,12.0
1480552796000,8061,37.7778,-122.4,-36.0,13.0
1480552797000,8061,37.7779,-122.4,-13.0,13.0
1480552798000,8061,37.7778,-122.4,-31.0,9.0
1480552799000,8061,37.7778,-122.4,-42.0,7.0
1480552800000,8061,37.7778,-122.4,-38.0,5.0
1480552801000,8061,37.7778,-122.4,-39.0,5.0
1480552802000,8061,37.7778,-122.4,-39.0,5.0
1480552818000,8061,37.7791,-122.40100000000001,0.0,903.0
1480553130000,8061,37.7778,-122.4,-36.0,16.0
1480553131000,8061,37.7778,-122.4,-37.0,15.0
1480553132000,8061,37.7779,-122.4,-31.0,16.0
1480553133000,8061,37.7779,-122.4,-33.0,12.0
1480553134000,8061,37.7778,-122.4,-37.0,10.0
1480553135000,8061,37.7777,-122.4,-40.0,7.0
1480553136000,8061,37.7777,-122.4,-41.0,5.0
1480553137000,8061,37.7777,-122.4,-44.0,5.0
1480553138000,8061,37.7778,-122.4,-41.0,4.0
1480553268000,8061,37.7751,-122.399,0.0,860.0
1480553427000,8061,37.7761,-122.398,-20.0,29.0
1480553428000,8061,37.775999999999996,-122.398,-27.0,17.0
1480553429000,8061,37.775999999999996,-122.398,-29.0,12.0
1480553430000,8061,37.7761,-122.398,-24.0,8.0
1480553431000,8061,37.775999999999996,-122.398,-25.0,8.0
1480553432000,8061,37.7761,-122.398,-26.0,7.0
1480553433000,8061,37.7761,-122.398,-26.0,7.0
1480553434000,8061,37.7761,-122.398,-27.0,6.0
1480553435000,8061,37.7761,-122.398,-27.0,6.0
1480553436000,8061,37.7761,-122.398,-25.0,6.0
1480553437000,8061,37.7762,-122.398,-22.0,5.0
1480553438000,8061,37.7762,-122.398,-21.0,5.0
1480553439000,8061,37.7762,-122.398,-20.0,5.0
1480553449000,8061,37.7751,-122.399,0.0,860.0
