satellite_time,uid,lat,lon,alt,accu
1490659202000,9092,37.7805,-122.476,16.0,12.0
1490659203000,9092,37.7804,-122.476,15.0,13.0
1490659204000,9092,37.7804,-122.476,19.0,10.0
1490659205000,9092,37.7804,-122.476,14.0,9.0
1490659206000,9092,37.7804,-122.476,15.0,9.0
1490659207000,9092,37.7804,-122.476,18.0,8.0
1490659208000,9092,37.7804,-122.476,17.0,7.0
1490659209000,9092,37.7804,-122.476,17.0,7.0
1490659210000,9092,37.7804,-122.476,18.0,7.0
1490659211000,9092,37.7804,-122.476,19.0,7.0
1490659212000,9092,37.7804,-122.476,18.0,7.0
1490659213000,9092,37.7804,-122.476,18.0,8.0
1490659214000,9092,37.7804,-122.476,17.0,8.0
1490659215000,9092,37.7804,-122.476,17.0,7.0
1490659216000,9092,37.7804,-122.476,17.0,6.0
1490659217000,9092,37.7804,-122.476,16.0,5.0
1490659218000,9092,37.7804,-122.476,16.0,5.0
1490659219000,9092,37.7804,-122.476,16.0,5.0
1490659508000,9092,37.7817,-122.455,74.0,29.0
1490659509000,9092,37.7816,-122.455,70.0,25.0
1490659510000,9092,37.7816,-122.455,70.0,27.0
1490659511000,9092,37.7816,-122.455,73.0,29.0
1490659512000,9092,37.7816,-122.455,76.0,27.0
1490659513000,9092,37.7816,-122.455,85.0,23.0
1490659514000,9092,37.7816,-122.455,89.0,23.0
1490659515000,9092,37.7816,-122.455,100.0,21.0
1490659516000,9092,37.7817,-122.455,94.0,19.0
1490659517000,9092,37.7817,-122.455,91.0,17.0
1490659518000,9092,37.7817,-122.455,88.0,15.0
1490659519000,9092,37.7817,-122.455,84.0,14.0
1490659520000,9092,37.7816,-122.455,80.0,13.0
1490659521000,9092,37.7816,-122.455,82.0,13.0
1490659522000,9092,37.7816,-122.455,80.0,13.0
1490659523000,9092,37.7816,-122.455,82.0,11.0
1490659524000,9092,37.7816,-122.455,80.0,10.0
1490659525000,9092,37.7816,-122.455,78.0,11.0
1490659526000,9092,37.7816,-122.455,72.0,11.0
1490659527000,9092,37.7816,-122.455,75.0,12.0
1490659528000,9092,37.7816,-122.455,80.0,12.0
1490659529000,9092,37.7816,-122.455,79.0,12.0
1490659530000,9092,37.7816,-122.454,77.0,12.0
1490659531000,9092,37.7816,-122.454,72.0,13.0
1490659532000,9092,37.7816,-122.454,71.0,15.0
1490659533000,9092,37.7816,-122.454,69.0,17.0
1490659534000,9092,37.7816,-122.454,65.0,17.0
1490659535000,9092,37.7816,-122.454,64.0,13.0
1490659536000,9092,37.7816,-122.454,64.0,13.0
1490659537000,9092,37.7817,-122.454,66.0,12.0
1490659538000,9092,37.7817,-122.45299999999999,64.0,11.0
1490659539000,9092,37.7817,-122.45299999999999,63.0,10.0
1490659540000,9092,37.7818,-122.45299999999999,62.0,11.0
1490659541000,9092,37.7818,-122.45299999999999,64.0,10.0
1490659542000,9092,37.7818,-122.45299999999999,65.0,9.0
1490659543000,9092,37.7818,-122.45299999999999,64.0,10.0
1490659544000,9092,37.7818,-122.45299999999999,63.0,10.0
1490659545000,9092,37.7818,-122.45200000000001,60.0,10.0
1490659546000,9092,37.7819,-122.45200000000001,62.0,9.0
1490659547000,9092,37.7819,-122.45200000000001,62.0,10.0
1490659548000,9092,37.7819,-122.45200000000001,62.0,10.0
1490659549000,9092,37.7819,-122.45200000000001,61.0,10.0
1490659550000,9092,37.7819,-122.45200000000001,61.0,10.0
1490659551000,9092,37.7819,-122.45200000000001,58.0,10.0
