satellite_time,uid,lat,lon,alt,accu
1493683434000,9096,37.870695700000006,-122.28111729999999,0.0,19.6200008392
1493683556000,9096,37.87089322,-122.27957924,-12.0,13.0
1493683557000,9096,37.87089364,-122.27958037,-2.0,11.0
1493683558000,9096,37.87089265,-122.27957873,5.0,11.0
1493683559000,9096,37.87088769,-122.27957098,8.0,8.0
1493683560000,9096,37.87087093,-122.27957528,13.0,6.0
1493683561000,9096,37.8708593,-122.27958051,14.0,6.0
1493683562000,9096,37.87085049,-122.27958412,13.0,6.0
1493683563000,9096,37.87083686,-122.27958738,14.0,5.0
1493683564000,9096,37.87083697,-122.27958729,14.0,5.0
1493683565000,9096,37.87083474,-122.27958474,15.0,4.0
1493683725000,9096,37.870669899999996,-122.27925659999998,0.0,19.6849994659
1493684016000,9096,37.87135639,-122.27533009999999,27.0,10.0
1493684017000,9096,37.87134242,-122.2753152,30.0,8.0
1493684018000,9096,37.87134096,-122.27529982,30.0,6.0
1493684019000,9096,37.87134547,-122.27528411,30.0,5.0
1493684020000,9096,37.87135229,-122.27526999999999,29.0,5.0
1493684021000,9096,37.87135568,-122.27525623,31.0,5.0
1493684296000,9096,37.87081679999999,-122.27172479999999,0.0,19.8269996643
1493684333000,9096,37.87070415,-122.27094363,-19.0,15.0
1493684334000,9096,37.87072169,-122.27098149999999,-4.0,10.0
1493684335000,9096,37.8707292,-122.2709842,-7.0,9.0
1493684336000,9096,37.87073716,-122.27098665,-1.0,7.0
1493684337000,9096,37.8707454,-122.27099444,9.0,8.0
1493684338000,9096,37.8707524,-122.27099879,10.0,7.0
1493684339000,9096,37.87076288,-122.27100556,13.0,7.0
1493684340000,9096,37.87077234,-122.27101297,15.0,5.0
1493684341000,9096,37.87077754,-122.27101516,15.0,5.0
1493684342000,9096,37.87077952,-122.27101444,17.0,5.0
1493684612000,9096,37.87137715,-122.26840934,30.0,28.0
1493684613000,9096,37.87138143,-122.26843083,17.0,19.0
1493684614000,9096,37.87139773,-122.26845321,22.0,15.0
1493684615000,9096,37.87139894,-122.26846002,17.0,12.0
1493684616000,9096,37.87139261,-122.26846461,1.0,8.0
1493684617000,9096,37.87141153,-122.26847954,5.0,9.0
1493684618000,9096,37.87142792,-122.26849185,6.0,8.0
1493684619000,9096,37.87143844,-122.26850583,4.0,7.0
1493684620000,9096,37.87144501,-122.26851529999999,2.0,7.0
1493684621000,9096,37.87145028,-122.26852129,5.0,6.0
1493684622000,9096,37.87145444,-122.26852365,5.0,6.0
1493684623000,9096,37.87145464,-122.26852547,5.0,5.0
1493684624000,9096,37.87145277,-122.26852602,4.0,5.0
1493684625000,9096,37.87144907,-122.26852492,4.0,5.0
1493684911000,9096,37.87140786,-122.26852308,7.0,25.0
1493684912000,9096,37.87139589,-122.26852889,8.0,16.0
1493684913000,9096,37.87138736,-122.26853290000001,8.0,12.0
1493684914000,9096,37.87138058,-122.26853641,9.0,10.0
1493684915000,9096,37.87137505,-122.26853923,9.0,9.0
1493684916000,9096,37.87137035,-122.26854168,9.0,8.0
1493684917000,9096,37.87136611,-122.26854393,10.0,7.0
1493684918000,9096,37.87136202,-122.2685463,10.0,6.0
1493684919000,9096,37.87135739,-122.26854914,11.0,6.0
1493684920000,9096,37.87135354,-122.26855156,11.0,7.0
1493684921000,9096,37.87135055,-122.26855346,11.0,7.0
1493684922000,9096,37.87077806,-122.26832841,87.0,5.0
1493684923000,9096,37.87077996,-122.2683277,87.0,4.0
