satellite_time,uid,lat,lon,alt,accu
1470182652000,618,37.7618,-122.477,0.0,20.522
1470182953000,618,37.7618,-122.477,0.0,20.537
1470183253000,618,37.7618,-122.477,0.0,19.893
1470183553000,618,37.7626,-122.477,0.0,985.0
1470183866000,618,37.7626,-122.477,0.0,985.0
1470184183000,618,37.7626,-122.477,0.0,985.0
1470184510000,618,37.7626,-122.477,0.0,985.0
1470184864000,618,37.762,-122.477,60.0,15.0
1470184865000,618,37.762,-122.477,53.0,11.0
1470184866000,618,37.762,-122.477,53.0,11.0
1470184867000,618,37.762,-122.477,59.0,10.0
1470184868000,618,37.762,-122.477,55.0,10.0
1470184869000,618,37.762,-122.477,55.0,10.0
1470184870000,618,37.762,-122.477,55.0,10.0
1470184871000,618,37.762,-122.477,56.0,10.0
1470184872000,618,37.762,-122.477,56.0,10.0
1470184873000,618,37.762,-122.477,55.0,10.0
1470184874000,618,37.762,-122.477,55.0,10.0
1470184875000,618,37.762,-122.477,55.0,10.0
1470184876000,618,37.762,-122.477,55.0,11.0
1470184877000,618,37.762,-122.477,55.0,11.0
1470184878000,618,37.762,-122.477,55.0,10.0
1470184879000,618,37.762,-122.477,55.0,10.0
1470184880000,618,37.762,-122.477,56.0,10.0
1470184881000,618,37.762,-122.477,57.0,10.0
1470184882000,618,37.762,-122.477,56.0,10.0
1470184883000,618,37.762,-122.477,56.0,10.0
1470184884000,618,37.762,-122.477,56.0,10.0
1470184885000,618,37.762,-122.477,56.0,10.0
1470184886000,618,37.762,-122.477,56.0,10.0
1470184887000,618,37.762,-122.477,56.0,10.0
1470184888000,618,37.762,-122.477,56.0,10.0
1470184889000,618,37.762,-122.477,56.0,10.0
1470184910000,618,37.7626,-122.477,0.0,985.0
1470185189000,618,37.762,-122.477,55.0,15.0
1470185190000,618,37.762,-122.477,54.0,10.0
1470185191000,618,37.762,-122.477,55.0,8.0
1470185192000,618,37.762,-122.477,55.0,6.0
1470185193000,618,37.762,-122.477,53.0,5.0
1470185194000,618,37.762,-122.477,54.0,5.0
1470185195000,618,37.762,-122.477,54.0,4.0
1470185213000,618,37.7626,-122.477,0.0,985.0
1470185513000,618,37.7619,-122.477,55.0,16.0
1470185514000,618,37.7619,-122.477,56.0,6.0
1470185515000,618,37.7619,-122.477,57.0,4.0
1470185516000,618,37.7619,-122.477,58.0,4.0
1470185557000,618,37.7626,-122.477,0.0,985.0
1470185781000,618,37.7619,-122.477,57.0,9.0
