satellite_time,uid,lat,lon,alt,accu
1464753599000,626,37.7801,-122.428,5.0,11.0
1465862646000,626,37.783,-122.431,54.0,107.0
1465862647000,626,37.783,-122.432,53.0,94.0
1465862648000,626,37.783,-122.432,57.0,92.0
1465862649000,626,37.783,-122.432,56.0,102.0
1465862650000,626,37.7831,-122.432,55.0,98.0
1465862651000,626,37.7831,-122.432,54.0,103.0
1465862652000,626,37.7831,-122.432,54.0,109.0
1465862653000,626,37.783,-122.432,55.0,97.0
1465862654000,626,37.7831,-122.432,59.0,66.0
1465862655000,626,37.7831,-122.432,58.0,59.0
1465862656000,626,37.7831,-122.432,52.0,48.0
1465862657000,626,37.783,-122.432,47.0,42.0
1465862676000,626,37.7831,-122.432,0.0,22.151
1465862966000,626,37.7827,-122.432,-17.0,11.0
1465862967000,626,37.7826,-122.432,-7.0,9.0
1465862968000,626,37.7826,-122.432,-13.0,8.0
1465862969000,626,37.7826,-122.432,-12.0,6.0
1465862970000,626,37.7826,-122.432,-11.0,6.0
1465862971000,626,37.7826,-122.432,-11.0,6.0
1465862972000,626,37.7826,-122.432,-12.0,6.0
1465862973000,626,37.7826,-122.432,-12.0,6.0
1465862974000,626,37.7826,-122.432,-9.0,5.0
1465862975000,626,37.7826,-122.432,-8.0,4.0
1465862981000,626,37.783,-122.432,0.0,20.504
1465863267000,626,37.7829,-122.432,0.0,20.344
1465863584000,626,37.783,-122.432,13.0,19.0
1465863585000,626,37.7829,-122.432,13.0,12.0
1465863586000,626,37.7829,-122.432,17.0,7.0
1465863587000,626,37.7829,-122.432,17.0,6.0
1465863588000,626,37.7829,-122.432,19.0,7.0
1465863589000,626,37.7829,-122.432,19.0,6.0
1465863590000,626,37.7828,-122.432,19.0,6.0
1465863591000,626,37.7828,-122.432,19.0,5.0
1465863592000,626,37.7828,-122.432,20.0,5.0
1465863593000,626,37.7828,-122.432,20.0,5.0
1465863615000,626,37.7829,-122.432,0.0,20.36
1465863916000,626,37.7829,-122.432,0.0,19.972
1465864073000,626,37.7828,-122.432,19.0,46.0
1465864074000,626,37.7828,-122.432,19.0,37.0
1465864075000,626,37.7828,-122.432,19.0,35.0
1465864076000,626,37.7828,-122.432,19.0,30.0
1465864077000,626,37.7828,-122.432,19.0,29.0
1465864078000,626,37.7828,-122.432,19.0,26.0
1465864079000,626,37.7828,-122.432,19.0,22.0
1465864080000,626,37.7828,-122.432,19.0,20.0
1465864081000,626,37.7828,-122.432,19.0,17.0
1465864082000,626,37.7828,-122.432,19.0,17.0
1465864083000,626,37.7828,-122.432,19.0,17.0
1465864084000,626,37.7828,-122.432,19.0,17.0
1465864085000,626,37.7828,-122.432,19.0,12.0
1465864086000,626,37.7828,-122.432,19.0,12.0
1465864087000,626,37.7828,-122.432,19.0,12.0
1465864088000,626,37.7828,-122.432,19.0,14.0
1465864089000,626,37.7828,-122.432,19.0,15.0
1465864090000,626,37.7828,-122.432,19.0,16.0
1465864091000,626,37.7828,-122.432,19.0,16.0
1465864092000,626,37.7828,-122.432,19.0,18.0
1465864093000,626,37.7828,-122.432,19.0,20.0
1465864094000,626,37.7828,-122.432,19.0,20.0
1465864095000,626,37.7828,-122.432,19.0,21.0
1465864096000,626,37.7828,-122.432,19.0,20.0
1465864097000,626,37.7828,-122.432,19.0,21.0
1465864098000,626,37.7828,-122.432,19.0,18.0
1465864099000,626,37.7828,-122.432,19.0,16.0
1465864100000,626,37.7829,-122.432,18.0,16.0
1465864101000,626,37.7829,-122.432,27.0,16.0
1465864102000,626,37.7829,-122.432,32.0,15.0
1465864103000,626,37.7829,-122.432,31.0,16.0
1465864104000,626,37.783,-122.432,33.0,16.0
1465864105000,626,37.783,-122.432,32.0,16.0
1465864106000,626,37.783,-122.432,32.0,15.0
1465864107000,626,37.783,-122.432,32.0,14.0
1465864108000,626,37.783,-122.432,31.0,15.0
1465864109000,626,37.783,-122.432,30.0,14.0
1465864110000,626,37.783,-122.432,32.0,15.0
1465864111000,626,37.783,-122.432,33.0,14.0
1465864112000,626,37.783,-122.432,32.0,14.0
1465864113000,626,37.783,-122.432,33.0,14.0
1465864114000,626,37.783,-122.432,34.0,15.0
1465864115000,626,37.783,-122.432,36.0,15.0
1465864116000,626,37.783,-122.432,36.0,15.0
1465864117000,626,37.783,-122.432,39.0,14.0
1465864118000,626,37.783,-122.432,39.0,14.0
1465864119000,626,37.783,-122.432,39.0,15.0
1465864120000,626,37.783,-122.432,39.0,15.0
1465864121000,626,37.783,-122.432,39.0,14.0
1465864122000,626,37.783,-122.432,39.0,14.0
1465864123000,626,37.783,-122.432,39.0,14.0
1465864391000,626,37.783,-122.432,30.0,27.0
1465864396000,626,37.783,-122.432,30.0,27.0
1465864401000,626,37.783,-122.432,30.0,27.0
1465864406000,626,37.783,-122.432,30.0,27.0
1465864411000,626,37.783,-122.432,30.0,27.0
1465864416000,626,37.783,-122.432,30.0,27.0
1465864421000,626,37.783,-122.432,30.0,27.0
1465864426000,626,37.783,-122.432,30.0,27.0
1465864431000,626,37.783,-122.432,30.0,27.0
1465864436000,626,37.783,-122.432,30.0,27.0
1465864441000,626,37.783,-122.432,30.0,27.0
1465864715000,626,37.783,-122.432,23.0,47.0
1465864720000,626,37.783,-122.432,23.0,47.0
1465864725000,626,37.783,-122.432,23.0,47.0
1465864730000,626,37.783,-122.432,23.0,47.0
1465864735000,626,37.783,-122.432,23.0,47.0
1465864740000,626,37.783,-122.432,23.0,47.0
1465864745000,626,37.783,-122.432,23.0,47.0
1465864750000,626,37.783,-122.432,23.0,47.0
1465864755000,626,37.783,-122.432,23.0,47.0
1465864760000,626,37.783,-122.432,23.0,47.0
1465864765000,626,37.783,-122.432,23.0,47.0
1465865036000,626,37.783,-122.432,23.0,26.0
1465865041000,626,37.783,-122.432,23.0,26.0
1465865046000,626,37.783,-122.432,23.0,26.0
1465865051000,626,37.783,-122.432,23.0,26.0
1465865056000,626,37.783,-122.432,23.0,26.0
1465865061000,626,37.783,-122.432,23.0,26.0
1465865066000,626,37.783,-122.432,23.0,26.0
1465865071000,626,37.783,-122.432,23.0,26.0
1465865076000,626,37.783,-122.432,23.0,26.0
1465865081000,626,37.783,-122.432,23.0,26.0
1465865086000,626,37.783,-122.432,23.0,26.0
1465865352000,626,37.7829,-122.432,0.0,19.76
1465865530000,626,37.783,-122.432,22.0,30.0
1465865531000,626,37.783,-122.432,21.0,23.0
1465865532000,626,37.783,-122.432,21.0,19.0
1465865533000,626,37.783,-122.432,21.0,17.0
1465865534000,626,37.783,-122.432,21.0,14.0
1465865535000,626,37.783,-122.432,21.0,15.0
1465865536000,626,37.783,-122.432,21.0,14.0
1465865537000,626,37.783,-122.432,21.0,12.0
1465865538000,626,37.783,-122.432,21.0,11.0
1465865539000,626,37.783,-122.432,21.0,11.0
1465865540000,626,37.783,-122.432,20.0,10.0
1465865541000,626,37.783,-122.432,20.0,10.0
1465865542000,626,37.783,-122.432,19.0,9.0
1465865543000,626,37.783,-122.432,19.0,9.0
1465865544000,626,37.783,-122.432,18.0,8.0
1465865545000,626,37.783,-122.432,18.0,7.0
1465865546000,626,37.783,-122.432,19.0,6.0
1465865547000,626,37.783,-122.432,19.0,6.0
1465865548000,626,37.783,-122.432,18.0,5.0
1465865549000,626,37.783,-122.432,18.0,5.0
1465865550000,626,37.783,-122.432,18.0,5.0
1465865850000,626,37.7829,-122.432,17.0,34.0
1465865855000,626,37.7829,-122.432,17.0,34.0
1465865860000,626,37.7829,-122.432,17.0,34.0
1465865865000,626,37.7829,-122.432,17.0,34.0
1465865870000,626,37.7829,-122.432,17.0,34.0
1465865875000,626,37.7829,-122.432,17.0,34.0
1465865880000,626,37.7829,-122.432,17.0,34.0
1465865885000,626,37.7829,-122.432,17.0,34.0
1465865890000,626,37.7829,-122.432,17.0,34.0
1465865895000,626,37.7829,-122.432,17.0,34.0
1465865900000,626,37.7829,-122.432,17.0,34.0
1465866171000,626,37.7829,-122.432,16.0,17.0
1465866176000,626,37.7829,-122.432,16.0,17.0
1465866181000,626,37.7829,-122.432,16.0,17.0
1465866186000,626,37.7829,-122.432,16.0,17.0
1465866191000,626,37.7829,-122.432,16.0,17.0
