satellite_time,uid,lat,lon,alt,accu
1459209765000,9081,37.7834,-122.40899999999999,-26.0,16.0
1459209766000,9081,37.7833,-122.40899999999999,-23.0,14.0
1459209767000,9081,37.7833,-122.40899999999999,-23.0,13.0
1459209768000,9081,37.7833,-122.40899999999999,-24.0,13.0
1459209769000,9081,37.7833,-122.40899999999999,-24.0,12.0
1459209770000,9081,37.7833,-122.40899999999999,-25.0,11.0
1459209771000,9081,37.7833,-122.40899999999999,-22.0,11.0
1459209772000,9081,37.7833,-122.40899999999999,-22.0,9.0
1459209773000,9081,37.7833,-122.40899999999999,-20.0,9.0
1459209774000,9081,37.7833,-122.40899999999999,-19.0,8.0
1459209775000,9081,37.7833,-122.40899999999999,-19.0,8.0
1459209776000,9081,37.7833,-122.40899999999999,-19.0,8.0
1459209777000,9081,37.7833,-122.40899999999999,-19.0,9.0
1459209778000,9081,37.7833,-122.40899999999999,-19.0,9.0
1459209779000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209780000,9081,37.7833,-122.40899999999999,-19.0,9.0
1459209781000,9081,37.7833,-122.40899999999999,-19.0,9.0
1459209782000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209783000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209784000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209785000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209786000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209787000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209788000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209789000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209790000,9081,37.7833,-122.40899999999999,-18.0,10.0
1459209791000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209792000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209793000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209794000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209795000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209796000,9081,37.7833,-122.40899999999999,-18.0,8.0
1459209797000,9081,37.7833,-122.40899999999999,-18.0,8.0
1459209798000,9081,37.7833,-122.40899999999999,-18.0,9.0
1459209799000,9081,37.7833,-122.40899999999999,-18.0,7.0
1459209800000,9081,37.7833,-122.40899999999999,-18.0,7.0
1459209801000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209802000,9081,37.7833,-122.40899999999999,-18.0,7.0
1459209803000,9081,37.7833,-122.40899999999999,-18.0,7.0
1459209804000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209805000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209806000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209807000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209808000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209809000,9081,37.7833,-122.40899999999999,-18.0,6.0
1459209810000,9081,37.7833,-122.40899999999999,-18.0,7.0
1459209811000,9081,37.7833,-122.40899999999999,-17.0,7.0
1459209812000,9081,37.7833,-122.40899999999999,-22.0,6.0
1459209813000,9081,37.7833,-122.40899999999999,-22.0,7.0
1459209814000,9081,37.7833,-122.40899999999999,-25.0,7.0
1459209815000,9081,37.7833,-122.40899999999999,-26.0,7.0
1459209816000,9081,37.7833,-122.40899999999999,-28.0,7.0
1459209817000,9081,37.7833,-122.40899999999999,-27.0,7.0
1459209818000,9081,37.7833,-122.40899999999999,-29.0,8.0
1459210290000,9081,37.7811,-122.412,-56.0,18.0
1459210291000,9081,37.7811,-122.412,-54.0,13.0
1459210292000,9081,37.7811,-122.412,-54.0,11.0
1459210293000,9081,37.781,-122.412,-54.0,9.0
1459210294000,9081,37.781,-122.412,-54.0,9.0
1459210295000,9081,37.781,-122.412,-56.0,9.0
1459210296000,9081,37.781,-122.412,-55.0,9.0
1459210297000,9081,37.7811,-122.412,-55.0,8.0
1459210298000,9081,37.7811,-122.412,-55.0,8.0
1459210299000,9081,37.7811,-122.412,-53.0,7.0
1459210300000,9081,37.7811,-122.412,-53.0,7.0
1459210301000,9081,37.7811,-122.412,-53.0,7.0
1459210302000,9081,37.7811,-122.412,-53.0,7.0
1459210303000,9081,37.7811,-122.412,-53.0,7.0
1459210304000,9081,37.7811,-122.412,-53.0,7.0
1459210305000,9081,37.7811,-122.412,-53.0,7.0
1459210306000,9081,37.781,-122.412,-54.0,6.0
1459210307000,9081,37.781,-122.412,-53.0,6.0
1459210308000,9081,37.781,-122.412,-52.0,5.0
1459210309000,9081,37.781,-122.412,-52.0,5.0
1459210310000,9081,37.781,-122.412,-52.0,6.0
1459210311000,9081,37.781,-122.412,-51.0,6.0
1459210312000,9081,37.781,-122.412,-53.0,7.0
1459210313000,9081,37.781,-122.412,-55.0,7.0
1459210314000,9081,37.781,-122.412,-54.0,7.0
1459210315000,9081,37.781,-122.412,-54.0,7.0
1459210316000,9081,37.781,-122.412,-53.0,8.0
1459210317000,9081,37.781,-122.412,-54.0,7.0
1459210318000,9081,37.781,-122.412,-53.0,8.0
1459210319000,9081,37.781,-122.412,-52.0,8.0
1459210320000,9081,37.781,-122.412,-52.0,7.0
1459210321000,9081,37.7809,-122.412,-52.0,7.0
1459210322000,9081,37.7809,-122.412,-50.0,7.0
1459210323000,9081,37.7809,-122.412,-50.0,6.0
1459210324000,9081,37.7809,-122.412,-50.0,6.0
1459210325000,9081,37.7809,-122.412,-50.0,7.0
1459210326000,9081,37.7809,-122.412,-50.0,6.0
1459210327000,9081,37.7809,-122.412,-50.0,6.0
1459210328000,9081,37.7809,-122.412,-48.0,7.0
1459210329000,9081,37.7809,-122.412,-47.0,7.0
1459210330000,9081,37.7809,-122.412,-47.0,6.0
1459210331000,9081,37.7809,-122.412,-46.0,7.0
1459210332000,9081,37.7809,-122.412,-46.0,7.0
1459210333000,9081,37.7809,-122.412,-43.0,7.0
1459210334000,9081,37.7809,-122.412,-42.0,7.0
1459210335000,9081,37.7809,-122.412,-42.0,7.0
1459210336000,9081,37.7808,-122.412,-41.0,8.0
1459210337000,9081,37.7808,-122.412,-39.0,8.0
1459210338000,9081,37.7808,-122.412,-39.0,9.0
1459210339000,9081,37.7808,-122.412,-38.0,10.0
1459210340000,9081,37.7808,-122.412,-39.0,9.0
1459210341000,9081,37.7808,-122.412,-38.0,9.0
1459210342000,9081,37.7808,-122.412,-37.0,8.0
1459210343000,9081,37.7808,-122.412,-36.0,8.0
1459210344000,9081,37.7808,-122.412,-36.0,8.0
1459210345000,9081,37.7808,-122.412,-35.0,7.0
1459210346000,9081,37.7808,-122.412,-35.0,6.0
