satellite_time,uid,lat,lon,alt,accu
1458691358000,9107,37.7685,-122.461,0.0,994.0
1458691490000,9107,37.7733,-122.45299999999999,87.0,10.0
1458691491000,9107,37.7732,-122.45299999999999,79.0,11.0
1458691492000,9107,37.7733,-122.45299999999999,77.0,10.0
1458691493000,9107,37.7733,-122.45299999999999,74.0,8.0
1458691494000,9107,37.7733,-122.45299999999999,74.0,9.0
1458691495000,9107,37.7733,-122.45299999999999,75.0,7.0
1458691496000,9107,37.7732,-122.45299999999999,70.0,6.0
1458691497000,9107,37.7732,-122.45299999999999,66.0,5.0
1458691498000,9107,37.7732,-122.45299999999999,68.0,6.0
1458691499000,9107,37.7732,-122.45299999999999,65.0,6.0
1458691500000,9107,37.7732,-122.45299999999999,63.0,7.0
1458691501000,9107,37.7732,-122.45299999999999,62.0,6.0
1458691502000,9107,37.7732,-122.45299999999999,62.0,6.0
1458691503000,9107,37.7732,-122.45299999999999,61.0,6.0
1458691504000,9107,37.7732,-122.45299999999999,60.0,6.0
1458691505000,9107,37.7732,-122.45299999999999,60.0,6.0
1458691506000,9107,37.7732,-122.45299999999999,60.0,7.0
1458691507000,9107,37.7732,-122.45299999999999,60.0,7.0
1458691508000,9107,37.7732,-122.45299999999999,59.0,6.0
1458691509000,9107,37.7732,-122.45299999999999,59.0,6.0
1458691510000,9107,37.7732,-122.45299999999999,60.0,6.0
1458691511000,9107,37.7732,-122.45299999999999,60.0,6.0
1458691512000,9107,37.7732,-122.45299999999999,61.0,5.0
1458691513000,9107,37.7732,-122.45299999999999,60.0,5.0
1458691514000,9107,37.7732,-122.45299999999999,61.0,5.0
1458691515000,9107,37.7685,-122.461,0.0,994.0
1458691949000,9107,37.7724,-122.458,0.0,907.0
1458692148000,9107,37.7735,-122.458,0.0,976.0
1458692583000,9107,37.7724,-122.458,0.0,907.0
1458692774000,9107,37.7724,-122.458,0.0,907.0
1458692904000,9107,37.7724,-122.458,0.0,907.0
1458693034000,9107,37.7724,-122.458,0.0,907.0
1458693095000,9107,37.7724,-122.458,0.0,907.0
1458693156000,9107,37.7724,-122.458,0.0,907.0
1458693216000,9107,37.7724,-122.458,0.0,907.0
1458693347000,9107,37.7724,-122.458,0.0,907.0
1458693407000,9107,37.7724,-122.458,0.0,907.0
1458693467000,9107,37.7724,-122.458,0.0,907.0
1458693528000,9107,37.7724,-122.458,0.0,907.0
1458693659000,9107,37.7735,-122.458,0.0,976.0
1458693932000,9107,37.773,-122.458,0.0,907.0
1458694287000,9107,37.7724,-122.458,0.0,907.0
1458694643000,9107,37.7724,-122.458,0.0,907.0
1458694999000,9107,37.7724,-122.458,0.0,907.0
1458695284000,9107,37.7735,-122.458,0.0,976.0
1458695427000,9107,37.7735,-122.458,0.0,976.0
1458695789000,9107,37.7735,-122.458,0.0,976.0
1458696078000,9107,37.7735,-122.458,0.0,976.0
1458696438000,9107,37.7735,-122.458,0.0,976.0
1458696688000,9107,37.7735,-122.458,0.0,976.0
1458696967000,9107,37.7735,-122.458,0.0,976.0
1458697236000,9107,37.7735,-122.458,0.0,976.0
1458697581000,9107,37.7735,-122.458,0.0,976.0
1458697829000,9107,37.7742,-122.454,0.0,19.885
1458698119000,9107,37.7742,-122.454,0.0,19.823
1458698410000,9107,37.7742,-122.454,0.0,19.907
1458698690000,9107,37.7743,-122.454,0.0,20.361
1458698972000,9107,37.7743,-122.454,0.0,20.346
1458699271000,9107,37.7742,-122.454,0.0,19.965
1458699562000,9107,37.7742,-122.454,0.0,19.944000000000003
1458699852000,9107,37.7742,-122.454,0.0,19.965
1458700142000,9107,37.7742,-122.454,0.0,19.967
1458700433000,9107,37.7742,-122.454,0.0,19.893
1458700713000,9107,37.7742,-122.454,0.0,19.817999999999998
1458701003000,9107,37.7742,-122.454,0.0,19.963
1458701294000,9107,37.7742,-122.454,0.0,19.965
1458701450000,9107,37.7738,-122.459,0.0,907.0
1458701732000,9107,37.7744,-122.459,0.0,976.0
1458702092000,9107,37.7744,-122.459,0.0,976.0
1458702369000,9107,37.7744,-122.459,0.0,976.0
1458702675000,9107,37.7744,-122.459,0.0,976.0
1458702922000,9107,37.7743,-122.454,0.0,20.387
